Player Name,How Out,Fielder,Bowler,Runs,Inns,Opposition,Ground,Date,Description,Balls,Minutes,4s,6s,SR
V Kohli,caught,Mushfiqur Rahim,Taskin Ahmed,1,2,Bangladesh,Dhaka,18 Jun 2015," 17.2  Kohli has played a loose shot. That itch to feel bat on ball. The crowd has come alive. This is short of a length, wide, and Kohli just hangs his bat out. Even if he nails this nothing shot, he is not going to get a single off this. Which makes it an ordinary shot. And he has edged it. The roof comes off the stadium again, and game is on again. This is proving to be a superb ODI with all the twists and turns  101/2 ",4,9,0,0,25.00
V Kohli,caught,BJ Haddin,MG Johnson,1,2,Australia,Sydney,26 Mar 2015," 15.3  bouncer from Mitch, top-edged and gone - Kohli has cracked! Slow start, quick end for Virat, took on the Johnson short ball and emphatically lost. It was aimed across him, outside off, attempted to pull and sent a lusty blow straight up, Haddin had time to do a little square dance to his left, opened up the gauntlets and swallowed India's star man  78/2 ",13,11,0,0,7.69
V Kohli,caught,Mushfiqur Rahim,Rubel Hossain,3,1,Bangladesh,Melbourne,19 Mar 2015," 17.5  Kohli is gone. Bangladesh have a big wicket here. Delivers a fullish length delivery, pitched wide outside off, as Kohli is instinctively drawn into the drive, with the ball catching the outside edge to fly over to the keeper, who is able to take a good, low catch to this right to pluck a huge, huge wicket for the Bangla tigers. There was some away shape to the ball, which also played a part in the dismissal  79/2 ",8,6,0,0,37.50
V Kohli,bowled,,Sikandar Raza,38,2,Zimbabwe,Auckland,14 Mar 2015," 22.4  and out of nowhere Raza has produced a huge wicket as he gets Kohli bowled around his legs, as the batsmen looked for the sweep round the corner. Kohli looked absolutely befuddled once the gravity of the situation came to light. Has to go for another 30-odd score this World Cup. India in real disarray now  92/4 ",48,71,4,0,79.16
V Kohli,caught,MN Samuels,AD Russell,33,2,West Indies,Perth,6 Mar 2015," 14.6  gone! That was a better short ball on this pitch. Batsmen have struggled to pull from outside off on this pitch, and Kohli's no exception, had to meet it at shoulder height, top-edges it and he spoons it straight down the throat of the man at long leg  63/3 ",36,51,5,0,91.66
V Kohli,caught,JE Root,MM Ali,8,1,England,Perth,30 Jan 2015," 27.1  Moeen has struck, Kohli holes out to long off! He came down the track, lofted it straight down the ground and Root ran to his right to take a good running catch near the rope. Kohli hasn't built the innings at No. 3  103/2 ",19,26,0,0,42.10
V Kohli,caught,F du Plessis,Imran Tahir,46,1,South Africa,Melbourne,22 Feb 2015," 27.1  Tahir strikes with a long-hop! Kohli rocks back to pull, hits it straight to Faf at short midwicket, at chest height. He was sent spinning by the power of the shot, but clung on safely enough  136/2 ",60,106,3,0,76.66
V Kohli,not out,,,44,2,Ireland,Hamilton,10 Mar 2015,,42,64,4,1,104.76
V Kohli,not out,,,33,2,U.A.E.,Perth,28 Feb 2015,,41,49,5,0,80.48
V Kohli,caught,GJ Bailey,JP Faulkner,9,1,Australia,Melbourne,18 Jan 2015," 12.5  so easily done! Kohli has perished to his own attacking intent. It was just a shade short, barely had room to free the hands. Short-armed pull came out and ends up as a top edge which is taken by the captain jogging in from mid-on.  59/3 ",16,24,0,0,56.25
V Kohli,caught,JC Buttler,ST Finn,4,1,England,Brisbane,20 Jan 2015, 16.4  he is gone! The extra bounce has done him here. He looks to dab the back of length delivery towards third man but this rises up and catches the shoulder of the bat... It flies high and Buttler takes a good catch behind the stumps. That is an action replay of Kohli's dismissal in the first innings of the Brisbane Test  64/3 ,8,13,0,0,50.00
V Kohli,not out,,,3,1,Australia,Sydney,26 Jan 2015,,9,8,0,0,33.33
V Kohli,caught,Umar Akmal,Sohail Khan,107,1,Pakistan,Adelaide,15 Feb 2015, 45.2  Kohli is gone. Gets a wide half-volley that he is not quite close to. He edges it and Pakistan finally hold on to an offering from Kohli. Kohli raises his bat to the crowd as he walks off. Big innings in a big match  273/3 ,126,168,8,0,84.92
V Kohli (c),not out,,,139,2,Sri Lanka,Ranchi,16 Nov 2014,,126,192,12,3,110.31
V Kohli (c),caught,PLS Gamage,TM Dilshan,53,2,Sri Lanka,Hyderabad (Deccan),9 Nov 2014," 41.4  Kohli's holed out to long on as he looked to equal the scores with an attempted six, took a couple of steps out, made some room to a shortish ball and heaved it straight to long on  236/4 ",61,0,4,1,86.88
V Kohli (c),caught,S Randiv,S Prasanna,49,2,Sri Lanka,Ahmedabad,6 Nov 2014," 42.5  got him! That was nicely flighted outside off and Kohli came forward to drive. Dipped on him a bit and he hit it uppishly, and Randiv took a lovely low catch, diving forward  256/3 ",44,0,2,2,111.36
V Kohli,run out,,,127,1,West Indies,Dharamsala,17 Oct 2014," 49.6  the innings ends with a run-out.. Kohli misses the yorker but takes off for a bye.. Unlike Russell, Ramdin releases the ball early and Holder does the rest  330/6 ",114,164,13,3,111.40
V Kohli (c),caught,NLTC Perera,S Randiv,22,1,Sri Lanka,Cuttack,2 Nov 2014," 45.6  Kohli holes out and gives Randiv his third wicket on the last ball of his spell! It was a poor delivery, very short and on the leg side, Kohli pulled and only found the fielder in the deep at backward square leg  314/4 ",21,34,2,0,104.76
V Kohli (c),run out,,,66,1,Sri Lanka,Kolkata,13 Nov 2014," 38.5  Kohli has been run out, he is disgusted, smashes his bat into the ground, walks off in a huff, stares back at Rohit, it was a mishit of a slog in front of long on, fielder charged in for the catch, it bounced in front, but he did well to keep it from going past him, the throw came in to the keeper and there was no way Kohli would have made it, he was keen for the second, started, but hesitated as he saw the throw come in, but Rohit had almost reached him by then, can't really blame Rohit there  261/3 ",64,109,6,0,103.12
V Kohli,caught,MN Samuels,R Rampaul,62,1,West Indies,Delhi,11 Oct 2014," 40.4  flat strike from Kohli, and he's failed to clear Samuels on the edge of the long off rope, wasn't as full from Rampaul, and Kohli had to reach some way forward, scooped it powerfully, but Samuels does well, gets on his toes, and takes it in front of his head  196/5 ",78,124,5,0,79.48
V Kohli,caught,DJG Sammy,JE Taylor,2,2,West Indies,Kochi,8 Oct 2014," 9.5  this one straightens and Kohli's gone! He bowled it with the angle from outside off, it held its line a bit as Kohli went on the back foot to defend with an angled bat and the outside edge flew to Sammy at wide slip for a low catch near his right foot  55/2 ",5,7,0,0,40.00
V Kohli,caught,AN Cook,JM Anderson,13,2,England,Leeds,5 Sep 2014," 6.6  we have seen it a few times this summer! Eighth time this summer, Anderson gets Kohli. This is short of length just outside off, Kohli pokes at that from the crease and gets a thick outside edge. Cook at first slip dives low to his right and completes a regulation catch  25/2 ",21,25,2,0,61.90
V Kohli,not out,,,1,2,England,Birmingham,2 Sep 2014,,3,9,0,0,33.33
V Kohli,caught,JC Tredwell,BA Stokes,40,2,England,Nottingham,30 Aug 2014," 25.3  goodness me! Almost out of nowhere, Kohli has picked out mid-on. A full delivery and he tries to flick it through the leg side with plenty of bottom hand and only finds Tredwell. A few words are exchanged as Kohli ends off. A little heated out there all of a sudden  120/3 ",50,67,2,1,80.00
V Kohli (c),bowled,,Rubel Hossain,136,2,Bangladesh,Fatullah,26 Feb 2014," 45.4  Would you believe it! Bangla_fan's wish has come true. Rubel produces a wonderful yorker, aimed at the base of off, from nowhere and Kohli is a touch slow to bring his bat down. The off stump takes a beating..What an innings again! He didn't look like he was getting out tonight.. But this has come too late for Bangladesh  267/3 ",122,157,16,2,111.47
V Kohli (c),caught,Umar Akmal,Umar Gul,5,1,Pakistan,Dhaka,2 Mar 2014," 9.1  guides it straight into the keeper's hands and Gul is off with his best imitation of Shoaib Akhtar's aeroplane celebration. That is a big wicket and how softly it has fallen. Shortish ball outside off, Kohli tries to guide it away towards third man but gets too fine an edge. Bit more bounce and a touch of seam inward outs Pakistan on top  56/2 ",11,29,0,0,45.45
V Kohli,caught,PF Younghusband (sub),NL McCullum,82,2,New Zealand,Wellington,31 Jan 2014," 36.1  holed out at long-on and is that it for India? Tossed it up on middle and leg as Kohli charged him and lofts over the top. Watches it intently, hoping that it would  clear the substitute fielder but no such luck. Fighting innings from Kohli comes to an end  145/5 ",78,129,7,3,105.12
V Kohli (c),bowled,,BAW Mendis,48,1,Sri Lanka,Fatullah,28 Feb 2014," 26.3  Mendis has done it! the big one, his carrom ball has taken out Kohli's off stump, pitching on middle and slight movement away beats Kohli, I suppose these days getting Kohli for less than a half-century can be counted as a success, Kohli mimes how the ball moved as he walks off  130/2 ",51,66,4,1,94.11
V Kohli,caught,JDS Neesham,TG Southee,2,1,New Zealand,Hamilton,28 Jan 2014," 3.2  oh, he's gone! Kohli's top-edged a short ball! It was the first one he faced today and he went for the pull. I wonder if his weight was more on the front foot than it should have been, but the ball seemed to come at him a little quicker and all he can do is given an relatively easy skier to Jimmy Neesham at midwicket  5/1 ",10,14,0,0,20.00
V Kohli,caught,AN Cook,CR Woakes,0,1,England,Cardiff,27 Aug 2014," 7.4  that's all over! No relief for Kohli yet. He tries to take the aggressive option, comes down the pitch to Woakes and drives powerfully on the up but straight to Cook at mid-off. What a gift for England  19/2 ",3,1,0,0,0.00
V Kohli,caught,L Ronchi,HK Bennett,6,2,New Zealand,Auckland,25 Jan 2014," 14.5  and Bennett gets the Big One as he has Kohli, who was looking quite scratchy in his short stint, edge a good length ball from just outside off to the keeper, who takes the catch comfortably. Kohli knows it right away as he trudges back to the keeper, while Bennett kicks off some rather gregarious celebrations from the New Zealanders  74/3 ",20,27,1,0,30.00
V Kohli,caught,AP Devcich (sub),TG Southee,78,2,New Zealand,Hamilton,22 Jan 2014," 29.4  and Kohli is gone. You read that right. Kohli is out. Once again looking to slam this one through midwicket, but instead lines up long-on quite nicely as the substitute takes a good low catch to remove the cavalier batsman. Ends a sublime innings as he had another hundred for the taking  164/4 ",65,88,7,2,120.00
V Kohli,caught,JD Ryder,MJ McClenaghan,123,2,New Zealand,Napier,19 Jan 2014," 44.2  full toss outside off and out of all the deliveries to get him out, this turns out to be the one as he just lasers this to Ryder, who won't make the same mistake twice, as he takes this rather nonchalantly, while the rest of Napier erupts. The Napier crowd is good enough to stand up and applaud this sterling effort from the Delhi lad  237/7 ",111,179,11,2,110.81
V Kohli,caught,JH Kallis,R McLaren,31,2,South Africa,Johannesburg,5 Dec 2013," 14.4  safely pouched at first slip! Good delivery by McLaren, this was on a good length outside off, forced Kohli to play at it, ended up stabbing at the ball and the edge flew to Kallis at first slip  60/2 ",35,41,5,0,88.57
V Kohli,caught,Q de Kock,LL Tsotsobe,0,2,South Africa,Durban,8 Dec 2013," 3.5  and now Kohli is gone for a duck! Tsotsobe strikes with an angled delivery outside off which was slightly short in length. The batsman tried to steer it down to third man, but it just skims off the face of the bat to the keeper.  16/2 ",5,7,0,0,0.00
V Kohli,caught,J Charles,R Rampaul,19,2,West Indies,Kanpur,27 Nov 2013," 8.4  Kohli's gone in trying to leave the ball, it was a late decision, he was all set to defend this length delivery when he decided it was rising too much, tried to withdraw the bat but the ball brushed it and popped up to the keeper  61/2 ",18,19,3,0,105.55
V Kohli,caught,SP Narine,JO Holder,86,2,West Indies,Kochi,21 Nov 2013," 31.2  but he's gone now! Goes for one hit too many as he looks to loft the ball straight over the bowler's head, but mistimes it. Sunil Narine gets underneath the skier and holds on to a good catch to end Kohli's stay at the wicket. So he gets the record, but misses on his ton. But statistics aside, that was an immensely smooth innings  192/3 ",84,120,9,2,102.38
V Kohli,caught,JO Holder,R Rampaul,99,1,West Indies,Visakhapatnam,24 Nov 2013," 39.6  Kohli is out for 99, it was a bouncer at the head, Kohli pulled, the ball swirled down to fine leg, where the giant Holder dives forward to pluck it very low, then gets up and roars as Kohli stands stunned, they check for the no-ball but Rampaul is alright  209/5 ",100,159,9,0,99.00
V Kohli,run out,,,0,1,Australia,Bengaluru,2 Nov 2013, 19.5  Kohli is run out for a duck!! It was a touch fuller as Kohli drove it down towards mid-on and set off for the single. Rohit also started but said no a little too late and by then Kohli was a long way down. The fielder throws it to the keeper and bails are off with Kohli way out of his ground. Australia now have two big wickets in the bag  113/2 ,3,4,0,0,0.00
V Kohli,not out,,,115,2,Australia,Nagpur,30 Oct 2013,,66,104,18,1,174.24
V Kohli,caught,BJ Haddin,GJ Maxwell,68,1,Australia,Mohali,19 Oct 2013," 29.4  and Maxwell has done it, the massive wicket of Kohli who is dismissed for 68, Kohli gets on the front foot initially, then gets back and looks to power the ball through off, outside off and a thin edge through to the keeper, Kohli is frustrated at having given it away, India's lower order has a big task on their hands now  148/5 ",73,121,9,0,93.15
V Kohli,not out,,,100,2,Australia,Jaipur,16 Oct 2013,,52,82,8,7,192.30
V Kohli,lbw,,SR Watson,61,2,Australia,Pune,13 Oct 2013," 34.4  that's the end of Kohli! Watson, after sending a few short ones, slips in a length delivery and Kohli tries to whip this to square leg across the line. He is hit on the knee roll and that would have crashed into the leg stump. The umpire didn't waste any time. That looked plumb the moment it hit the pads. Australia on top here, excellent bowling from Watson again  166/5 ",85,121,6,0,71.76
V Kohli (c),caught,MN Waller,KM Jarvis,14,1,Zimbabwe,Harare,26 Jul 2013," 6.2  on a length on middle and off. Kohli tries to play through midwicket, and ends up spooning to Waller, who takes a catch. Kohli stands his ground and Malcolm Waller signals for a review from the umpire as it appears that the ball may have bounced before he took the catch. Just awaiting confirmation from the umpire. Hold on, it is out, and Kohli is walking back to the pavilion. It looked like it had not carried, but the umpires must have seen something that we didn't. Kohli is incensed as he walks back. This one will be talking point, that is certain.  35/2 ",18,35,2,0,77.77
V Kohli,caught,KC Sangakkara,RMS Eranga,2,2,Sri Lanka,Port of Spain,11 Jul 2013," 10.4  loud appeal for caught behind, which after some time, the umpire gives. There was a loud noise when the ball went past the bat and the only doubt was if that had carried to the keeper. Once the square leg umpire nodded, it was curtains for Kohli. Beautiful delivery again, on a length outside off and just straightening enough to take the outside edge. There wasn't not much of a forward stride by the batsman there  27/2 ",5,8,0,0,40.00
V Kohli (c),caught,V Sibanda,P Utseya,115,2,Zimbabwe,Harare,24 Jul 2013, 41.3  He's holed out in the deep! It was tossed up and Kohli came down the wicket again and struck it quite well. But Vusi Sibanda at long on takes a safe catch  216/3 ,108,133,13,1,106.48
V Kohli (c),caught,DJG Sammy,DJ Bravo,102,1,West Indies,Port of Spain,5 Jul 2013," 49.6  Kohli falls, but to the final ball of the innings. He gets a length ball, tries to clear deep midwicket, but can't. Just doesn't get the elevation on this. Kohli has done the job, though  311/7 ",83,120,13,2,122.89
V Kohli (c),caught,SL Malinga,AD Mathews,2,2,Sri Lanka,Kingston,2 Jul 2013," 15.5  big wicket, big wicket, Mathews digs it short into the body, Kohli hooks, and it is Malinga who takes it low on the fine-leg boundary, Kohli bangs bat into the ground as he departs  57/3 ",5,6,0,0,40.00
V Kohli,caught,CH Gayle,DJG Sammy,11,1,West Indies,Kingston,30 Jun 2013," 9.1  Gayle glorious at wide slip, what a catch, brings his big frame down to the right and plucks this thick edge one handed, Kohli went hard at this good length delivery and not surprisingly, it is that man Darren Sammy, again in the region outside off, it was angled in and swung away slightly, but rather poor stroke from Kohli, just tried to whack it away wildly  39/2 ",21,19,0,1,52.38
V Kohli (c),lbw,,HMRKB Herath,31,1,Sri Lanka,Port of Spain,9 Jul 2013," 20.3  Kohli is walking, it seems. This is plumb. Misses the length, and goes back to a full ball. To make it worse, this doesn't turn. Skids through, stays low, catches him dead in front  76/2 ",52,62,4,0,59.61
V Kohli,caught,RS Bopara,JM Anderson,43,1,England,Birmingham,23 Jun 2013," 18.3  gone this time...important blow for England which may just quell this late charge. Kohli tried to clear long-off, had a huge swing at a full delivery, it comes off the lower part of the bat, and Bopara steadies himself well under the chance  113/6 ",34,66,4,1,126.47
V Kohli,not out,,,58,2,Sri Lanka,Cardiff,20 Jun 2013,,64,80,4,1,90.62
V Kohli (c),not out,,,68,2,Zimbabwe,Harare,28 Jul 2013,,88,128,5,1,77.27
V Kohli,bowled,,SP Narine,22,2,West Indies,The Oval,11 Jun 2013," 19.6  through the gate! Kohli's cameo ends. Narine bowls from round the wicket, lands on off and middle and goes through with the angle, Kohli stays on the back foot and tries to work it to the on side, missed a straight one  127/2 ",18,18,4,0,122.22
V Kohli,caught,JC Tredwell,TT Bresnan,0,1,England,Dharamsala,27 Jan 2013," 3.4  caught at second slip! Action replay of the previous ball! Entices the new man with a floated delivery outside off, gets some away movement and Kohli, who went for the drive, edges it to Tredwell at second slip, this time to his left. Tredwell juggles it a few times before completing the catch.  13/2 ",1,1,0,0,0.00
V Kohli,not out,,,22,2,Pakistan,Birmingham,15 Jun 2013,,27,36,3,0,81.48
V Kohli,not out,,,77,2,England,Ranchi,19 Jan 2013,,79,110,9,2,97.46
V Kohli,caught,HM Amla,LL Tsotsobe,31,1,South Africa,Cardiff,6 Jun 2013," 34.2  India lose a wicket before the powerplay, the shot was on, and Kohli pulled the short ball, but he didn't time it and picked out Amla at the edge of the deep midwicket rope  210/2 ",41,46,2,0,75.60
V Kohli,caught,IR Bell,CR Woakes,37,1,England,Kochi,15 Jan 2013," 26.2  Kohli has holed out, he's thrown away a hard-earned start, stepping out and slicing a full delivery to the man at sweeper cover, he slams the bat into the ground and makes a disappointed-with-himself exit  119/4 ",54,86,1,1,68.51
V Kohli,caught,JC Tredwell,JC Tredwell,26,2,England,Mohali,23 Jan 2013, 16.5  success in the first over for Tredwell! He gets the big wicket of Kohli. That was tossed up on off stump and Kohli drives it softly back to the bowler. It went low to Tredwell who makes no mistake and completes the catch. Kohli walks away disappointed at that shot  72/2 ,33,44,3,0,78.78
V Kohli,bowled,,Junaid Khan,0,1,Pakistan,Chennai,30 Dec 2012," 5.4  off stump now! It's the big wicket. Fuller length, comes in after pitching on off, Kohli comes forward and like the previous delivery, doesn't cover the line of the ball well. He wasn't really sure of which way the ball was going to go, it comes back and hits the top of off. That's a big big wicket  19/3 ",5,9,0,0,0.00
V Kohli,caught,Younis Khan,Junaid Khan,7,1,Pakistan,Delhi,6 Jan 2013," 9.3  caught at second slip! the procession continues. Length ball, pitches on middle and goes across Kohli, who closes the face of the bat without either going forward or back, the ball takes an outside edge and flies low down to Younis at second-slip who completes a comfortable catch. India in deep mess again  37/3 ",17,25,1,0,41.17
V Kohli,caught,C Kieswetter,TT Bresnan,15,2,England,Rajkot,11 Jan 2013," 25.4  Kohli's tried to drive this length delivery through covers, took a step out and went hard at it, the ball used to race to the deep cover rope when he was in that insane form of his, now a thick edge has gone straight to the keeper  138/3 ",22,45,1,0,68.18
V Kohli,caught,HMRKB Herath,HMRKB Herath,38,2,Sri Lanka,Colombo (RPS),28 Jul 2012," 20.5  there's the wicket Sri Lanka were looking for, Kohli was looking to punch that short of length ball off the back foot, he tapped it straight back to Herath, who gleefully accepts the chance, it ws looking very easy for the Indian batsmen over the past hour or so  113/2 ",65,80,2,0,58.46
V Kohli,lbw,,N Pradeep,23,1,Sri Lanka,Pallekele,4 Aug 2012," 14.3  Trapped in front, Pradeep angled that in towards middle and leg, it moved in, Kohli likes to shuffle and more often than not he connects well, he missed it this time and was caught in front of middle and leg as he was trying to flick it into the leg side. The umpire checks for a no-ball, Pradeep's foot landed behind the line so Kohli has to go. Replays also show the ball would have clipped leg stump  77/2 ",35,42,2,0,65.71
V Kohli,caught,Kamran Akmal,Junaid Khan,6,2,Pakistan,Kolkata,3 Jan 2013," 11.6  and again in the midst of a superb spell, Junaid strikes with an ordinary ball, it was heading down the leg side, Kohli could have let it go, instead he tickles it down the leg side, Kamran Akmal - the source of so many cricket jokes over the past few years - pulls off a stunner, diving to his left to pluck that one, started moving early to anticipate that one, the dangerous Kohli is gone  55/2 ",9,12,1,0,66.66
V Kohli,caught,SMSM Senanayake (sub),NLTC Perera,106,1,Sri Lanka,Hambantota,21 Jul 2012," 39.6  Kohli has to go, a sharp catch at extra cover, was the slower one, Kohli picked it and struck it well, but he was looking to clear extra cover there but couldn't get the elevation, Sachitra Senanayake, the substitute fielder, presumably for Kulasekara, stayed alert and snapped it well  228/4 ",113,158,9,0,93.80
V Kohli,not out,,,128,2,Sri Lanka,Colombo (RPS),31 Jul 2012,,119,187,12,1,107.56
V Kohli,caught,Mohammad Hafeez,Umar Gul,183,2,Pakistan,Dhaka,18 Mar 2012," 47.1  a top edge ends Kohli's special knock! Like Rohit he tries to launch a length ball over the on side and gets a top edge that swirls to point, easily taken, he walks back to the applause, equals the highest score by an Indian batsman in a chase  318/4 ",148,211,22,1,123.64
V Kohli,caught,KC Sangakkara,NLTC Perera,1,1,Sri Lanka,Hambantota,24 Jul 2012," 5.3  Perera and all the Sri Lankans were convinced, and so was the umpire, after an eternity! Loose shot from Kohli, chasing a ball wide of the off stump, he tried to dab it away towards third man but the keeper detected an edge and went up immediately, it took the umpire Palliyaguruge a while to give that out, either way Kohli didn't look too pleased. He did look back though. Looking at the replays, there was a sound  33/2 ",5,6,0,0,20.00
V Kohli,caught,HDRL Thirimanne,MF Maharoof,108,1,Sri Lanka,Dhaka,13 Mar 2012," 42.5  and both men got their hundreds in the same over, and both men perished in the next, Virat wanted to carve this one over extra cover but he ended up finding sweeper cover  226/3 ",120,148,7,0,90.00
V Kohli,bowled,,Abdur Razzak,66,1,Bangladesh,Dhaka,16 Mar 2012," 35.5  inside edge! Loose shot from Kohli, it was a flatter delivery and Kohli made room to drive and ended up getting an inside edge to the base of the leg stump  173/2 ",82,126,5,0,80.48
V Kohli,not out,,,133,2,Sri Lanka,Hobart,28 Feb 2012,,86,133,16,2,154.65
V Kohli,lbw,,NLTC Perera,15,2,Sri Lanka,Adelaide,14 Feb 2012," 14.1  Kohli's trapped playing across the line, the ball lands on the off stump and nips back in slightly, Kohli tries to whip it away but the ball hits him a bit low on the pads, quite straightforward  61/2 ",25,32,1,0,60.00
V Kohli,caught,DT Christian,SR Watson,21,2,Australia,Sydney,26 Feb 2012," 15.6  Watson strikes in his first over. Full length ball, comes through much slower than it did when Lee was going whang. Kohli was lazy leaning across for the flick, he seemed to play it early and didn't keep it down. Straight to midwicket, and Watson is thrilled. Injury or not, his golden arm remains intact.  79/3 ",27,36,2,0,77.77
V Kohli,caught,DJ Hussey,BW Hilfenhaus,12,2,Australia,Brisbane,19 Feb 2012," 10.3  Appeal for a catch at slip, Kohli isn't sure if that carried to David Hussey at slip, outside edge travels low to Hussey's right and the catcher was certain he took it cleanly, the umpires have a chat and refer it upstairs, from the square leg angle it looked alright and the third umpire is convinced. Kohli doesn't look too pleased but he has to go  36/4 ",25,44,0,0,48.00
V Kohli,caught,KMDN Kulasekara,NLTC Perera,66,2,Sri Lanka,Brisbane,21 Feb 2012," 35.3  Perera gets the one that matters, Kohli is gone as he attempts the pull, horrible timing, the ball loops towards Kulasekara at mid-on, surely the end of India's chances  172/5 ",83,116,2,0,79.51
V Kohli,caught,PJ Forrest,CJ McKay,18,2,Australia,Adelaide,12 Feb 2012," 18.1  just when Kohli was looking set, he tries to go over the top of the off side, stays at the crease and doesn't get the elevation, Forrest takes it at sweeper cover  90/2 ",28,41,1,0,64.28
V Kohli,run out,,,77,2,Sri Lanka,Perth,8 Feb 2012," 35.6  Virat is down on the ground in pain, he might be gone too, a risky single it was going to be as he pushed to mid on and set off, a direct hit, and he is gone by miles, he is writhing in pain, but he will have to get up and walk back, needless single, it was the last ball of the over, did that have something to do with it? He is being helped off the ground now  181/6 ",94,156,8,1,81.91
V Kohli,caught,MN Samuels,A Martin,80,1,West Indies,Chennai,11 Dec 2011," 45.1  Kohli is gone. Looking to hit a six over long-on, but Martin sort of cramps him up with the leg line. He can't free the arms, and is too close to the ball, hence no elevation. easy catch for long-on  241/4 ",85,99,5,0,94.11
V Kohli,caught,RT Ponting,CJ McKay,31,2,Australia,Melbourne,5 Feb 2012," 11.2  Ponting at shortish backward point holds on to the screamer, Virat was batting superbly but he is gone now, cuts a wide delivery hard but straight to Ponting  64/3 ",34,30,3,0,91.17
V Kohli,caught,D Ramdin,R Rampaul,117,2,West Indies,Visakhapatnam,2 Dec 2011," 44.6  too bad he couldn't stay till the end! Kohli makes a bit of room to smash that down the ground but gets a feather edge to Ramdin, too late for Windies though, Kohli walks back cross with himself but he needn't be, it was another responsible innings from him, very pleasing to watch  247/4 ",123,154,14,0,95.12
V Kohli,bowled,,ST Finn,0,1,England,Kolkata,25 Oct 2011," 17.6  Kohli hasn't offered a shot and has lost off stump! That ball landed on a good length outside off stump and cut in off the pitch, Kohli moved forward and lifted his bat out of the way, only to the watch the ball come back at him and hit the top of off. It was too full to leave, so Kohli wouldn't have expected that to cut back off the pitch. Double strike from Finn.  80/2 ",5,5,0,0,0.00
V Kohli,bowled,,KAJ Roach,3,2,West Indies,Cuttack,29 Nov 2011," 6.3  Roach strikes again, Kohli is gone and we have a match on our hands! Roach nips this one in off the seam, Kohli gets across in a lazy manner without getting bat and pad close together and the ball darts through before he can drag the bat back in. It bounced a bit more too after hitting the seam to hit the top of the stumps. Kohli looks stunned.  47/3 ",6,13,0,0,50.00
V Kohli,not out,,,86,2,England,Mumbai,23 Oct 2011,,99,0,11,0,86.86
V Kohli,lbw,,GP Swann,35,2,England,Mohali,20 Oct 2011," 41.4  Swann strikes! Virat Kohli is out, beating by dip and massive spin off the surface. He played from the crease and was struck on the front pad. Did it spin too much? Sudhir Asnani doesn't think so, giving him out quickly. England are giving themselves a chance here  235/5 ",30,42,5,0,116.66
V Kohli,not out,,,23,1,West Indies,Indore,8 Dec 2011,,11,15,3,0,209.09
V Kohli,not out,,,112,2,England,Delhi,17 Oct 2011,,98,134,16,0,114.28
V Kohli,caught,C Kieswetter,JM Anderson,7,1,England,The Oval,9 Sep 2011," 10.2  Kohli's struggle has ended and this is now too easy for Anderson. He pitches just short of a length outside off and seams the ball away, Kohli stays in his crease and hangs his bat out, getting an edge to the wicketkeeper. Soft, soft dismissal. Anderson is having a terrific game, three wickets and a direct hit, in his 150th ODI.  25/4 ",18,18,0,0,38.88
V Kohli,hit wicket,,GP Swann,107,1,England,Cardiff,16 Sep 2011," 43.3  Hit-wicket, Kohli's gone, he rocked on the back foot to work that square and rocks back far enough to dislodge the bail on middle and leg stump, that's gone, Kieswetter spotted that and appealed and Kohli has to go after a delightful innings  236/4 ",93,102,9,1,115.05
V Kohli,caught,C Kieswetter,GP Swann,16,1,England,Lord's,11 Sep 2011," 25.2  Swann strikes, off his second ball, loose from Virat, trying to dab late against the turn, and gets the edge through to the keeper, Swann tossing it up on a length, and found some extra bounce which ultimately did Virat in  109/3 ",36,40,1,0,44.44
V Kohli,caught,IR Bell,GP Swann,9,1,England,Southampton,6 Sep 2011," 16.6  this is half mis-hit, half hung in the wind. Charges at Swann and hits this into the wind towards long-on, and finds Bell to perfection  125/3 ",9,9,0,0,100.00
V Kohli,caught,KP Pietersen,SR Patel,37,1,England,Hyderabad (Deccan),14 Oct 2011," 28.5  KP more than redeems himself for that misfield at long on earlier with a superb leaping take on the edge of the long off boundary, Kohli's look shows it all, he looks disgusted in disbelief, he had got to the pitch this time and lofted inside-out over extra cover but KP was around on the boundary and leaped two feet in the air to catch it  123/4 ",63,70,0,0,58.73
V Kohli,bowled,,SR Patel,55,1,England,Chester-le-Street,3 Sep 2011," 39.3  the perfect comeback! Samit pushes his next ball through a touch quicker, Kohli leans back for the cut, but under-edges onto his stumps!  206/4 ",73,92,4,0,75.34
V Kohli,stumped,CS Baugh,A Martin,22,2,West Indies,North Sound,13 Jun 2011," 20.6  stumped, was bowled flat and a little wider, Kohli made room to drive it through the off side, it turns away and misses the bat, Baugh collects well and takes off the bails in no time, good work with the gloves, Kohli has to go, his foot was in the air, big wicket  82/4 ",33,68,1,0,66.66
V Kohli,run out,,,94,1,West Indies,Kingston,16 Jun 2011," 35.6  there is going to be no century for Virat Kohli, he tried to come back for the second after another work off the pad towards deep square leg, but was caught short by an accurate throw from the deep, Ronnie Sarwan it is, Baugh makes no mistake in collecting and breaking the stumps, that looked like the only way he could have got out today  189/4 ",104,135,10,0,90.38
